Row Id,City Id,City,State,URL,Score Id,Category,Criterion,Level of government,Orientation/Identity,Score
22029,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
22030,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
22031,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,30,Municipality as Employer,Inclusive Workplace,City,NA,0
22032,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
22033,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,32,Municipal Services,Human Rights Commission,County,NA,0
22034,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,33,Municipal Services,Human Rights Commission,City,NA,0
22035,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
22036,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
22037,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
22038,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
22039,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
22040,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
22041,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
22042,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
22043,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
22044,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
22045,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
22046,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
22047,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,0
22048,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
22049,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
22050,450,Orem,UT,https://www.hrc.org/resources/municipalities/orem-ut-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
22051,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
22052,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
22053,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,4
22054,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,4
22055,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,4
22056,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,4
22057,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
22058,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
22059,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,4
22060,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,4
22061,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,4
22062,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,4
22063,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
22064,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
22065,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
22066,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
22067,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
22068,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
22069,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
22070,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
22071,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
22072,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,2
22073,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
22074,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
22075,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
22076,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
22077,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
22078,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,3
22079,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,3
22080,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,30,Municipality as Employer,Inclusive Workplace,City,NA,2
22081,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,1
22082,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,32,Municipal Services,Human Rights Commission,County,NA,0
22083,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,33,Municipal Services,Human Rights Commission,City,NA,0
22084,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
22085,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
22086,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
22087,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,1
22088,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,1
22089,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,2
22090,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
22091,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
22092,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
22093,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,2
22094,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
22095,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
22096,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,5
22097,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,2
22098,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
22099,451,Park City,UT,https://www.hrc.org/resources/municipalities/park-city-ut-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
22100,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
22101,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
22102,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
22103,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
22104,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
22105,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
22106,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
22107,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
22108,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
22109,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
22110,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
22111,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
22112,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
22113,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
22114,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
22115,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
22116,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
22117,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
22118,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
22119,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
22120,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
22121,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,2
22122,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
22123,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
22124,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
22125,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
22126,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
22127,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
22128,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
22129,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,30,Municipality as Employer,Inclusive Workplace,City,NA,0
22130,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
22131,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,32,Municipal Services,Human Rights Commission,County,NA,0
22132,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,33,Municipal Services,Human Rights Commission,City,NA,0
22133,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
22134,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
22135,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
22136,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
22137,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
22138,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
22139,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
22140,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
22141,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
22142,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
22143,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
22144,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
22145,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,3
22146,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
22147,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
22148,452,Provo,UT,https://www.hrc.org/resources/municipalities/provo-ut-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
22149,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
22150,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
22151,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,4
22152,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,4
22153,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,5
22154,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,5
22155,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
22156,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
22157,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,4
22158,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,4
22159,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,4
22160,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,4
22161,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
22162,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
22163,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
22164,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
22165,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
22166,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
22167,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
22168,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
22169,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
22170,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,2
22171,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
22172,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
22173,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
22174,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
22175,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,1
22176,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,3
22177,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,3
22178,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,30,Municipality as Employer,Inclusive Workplace,City,NA,0
22179,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,1
22180,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,32,Municipal Services,Human Rights Commission,County,NA,0
22181,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,33,Municipal Services,Human Rights Commission,City,NA,5
22182,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
22183,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
22184,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
22185,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
22186,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
22187,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,2
22188,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,2
22189,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,2
22190,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,2
22191,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,2
22192,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
22193,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
22194,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,5
22195,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,3
22196,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,2
22197,453,Salt Lake City,UT,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,3
22198,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
22199,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
22200,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,4
22201,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,4
22202,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
22203,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
22204,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
22205,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
22206,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,4
22207,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,4
22208,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
22209,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
22210,454,West Jordan,UT,https://www.hrc.org/resources/municipalities/west-jordan-ut-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
